ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description,genres
0525946896,Hornet Flight,Ken Follett,2002,Dutton Books,http://images.amazon.com/images/P/0525946896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525946896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525946896.01.LZZZZZZZ.jpg,"Ken Follett follows his bestsellers Jackdaws and Code to Zero with an extraordinary novel of early days of World War II...It is June 1941 and the war is not going well for England.  Across the North Sea, eighteen-year-old Harald Olufsen takes a shortcut on the German-occupied Danish island of Sande an discovers an astonishing sight that will change the momentum of the war.  He must get word to England-except that he has no way to get there.  He has only an old derelict Hornet Moth biplane rusting away in a ruined church: a plane so decrepit that it is unlikely ever to get off the ground...even if Harald knew how to fly it.","{historicalfiction, fiction, thriller, suspense, mystery}"
156138450X,Sisters,Carol Saline,1994,Running Press Book Publishers,http://images.amazon.com/images/P/156138450X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156138450X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156138450X.01.LZZZZZZZ.jpg,"Three weeks. Two sisters. One car. A True StoryRaina can’t wait to be a big sister. But once Amara is born, things aren’t quite how she expected them to be. Amara is cute, but she’s also a cranky, grouchy baby, and mostly prefers to play by herself. Their relationship doesn’t improve much over the years, but when a baby brother enters the picture and later, when something doesn’t seem right between their parents, they realize they must figure out how to get along. They are sisters, after all.Raina uses her signature humor and charm in both present-day narrative and perfectly placed flashbacks to tell the story of her relationship with her sister, which unfolds during the course of a road trip from their home in San Francisco to a family reunion in Colorado.","{graphicnovels, comics, youngadult, fiction}"
2020309629,Suttree,Cormac McCarthy,1998,Seuil,http://images.amazon.com/images/P/2020309629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020309629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020309629.01.LZZZZZZZ.jpg,"This compelling novel has as its protagonist Cornelius Suttree, living alone and in exile in a disintegrating houseboat on the wrong side of the Tennessee River close by Knoxville. He stays at the edge of an outcast community inhabited by eccentrics, criminals and the poverty-stricken. Rising above the physical and human squalor around him, his detachment and wry humour enable him to survive dereliction and destitution with dignity.","{fiction, classics, contemporary}"
0451196716,The Long Walk,Stephen King,1999,Signet Book,http://images.amazon.com/images/P/0451196716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451196716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451196716.01.LZZZZZZZ.jpg,"On the first day of May, 100 teenage boys meet for a race known as The Long Walk. If you break the rules, you get three warnings. If you exceed your limit, what happens is absolutely terrifying.","{horror, fiction, thriller, sciencefiction, fantasy, suspense}"
0590443305,The Accident,Diane Hoh,1991,Scholastic,http://images.amazon.com/images/P/0590443305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590443305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590443305.01.LZZZZZZZ.jpg,"In this mesmerizing thriller by acclaimed author Linwood Barclay, a typical American community descends into darkness, as an ordinary man is swept into one of the most violent mysteries of modern life. It’s the new normal at the Garber household in Connecticut: Glen, a contractor, has seen his business shaken by the housing crisis, and now his wife, Sheila, is taking a business course at night to increase her chances of landing a good-paying job.But she should have been home by now.Waiting for Sheila’s return, with their eight-year-old daughter sleeping soundly, Glen soon finds his worst fears confirmed: Sheila and two others have been killed in a car accident. Adding to the tragedy, the police claim Sheila was responsible.Glen knows it’s impossible; he knew his wife and she would never do such a thing. When he investigates, Glen begins to uncover layers of lawlessness beneath the placid surface of their suburb, secret after dangerous secret behind the closed doors.Propelled into a vortex of corruption and illegal activity, pursued by mysterious killers, and confronted by threats from neighbors he thought he knew, Glen must take his own desperate measures and go to terrifying new places in himself to avenge his wife and protect his child.Bold and timely, with the shocking twists and startling insights that have become trademarks of this new master of domestic suspense, The Accident is a riveting triumph, a book that moves at a breathless pace to a climax no one will see coming.","{mystery, thriller, fiction, suspense, crime}"
345316413X,A Clockwork Orange,Anthony Burgess,2000,Heyne,http://images.amazon.com/images/P/345316413X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345316413X.01.LZZZZZZZ.jpg,"A vicious fifteen-year-old droog is the central character of this 1963 classic. In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. And when the state undertakes to reform Alex to redeem him, the novel asks, At what cost?This edition includes the controversial last chapter not published in the first edition and Burgess's introduction A Clockwork Orange Resucked.","{classics, fiction, sciencefiction, horror, thriller, crime, mystery, suspense, contemporary, fantasy, books, psychology}"
0898705525,Orthodoxy,G. K. Chesterton,1995,Ignatius Press,http://images.amazon.com/images/P/0898705525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898705525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898705525.01.LZZZZZZZ.jpg,"This book is meant to be a companion to Heretics, and to put the positive side in addition to the negative. Many critics complained of the book because it merely criticised current philosophies without offering any alternative philosophy. This book is an attempt to answer the challenge. It is the purpose of the writer to attempt an explanation, not of whether the Christian Faith can be believed, but of how he personally has come to believe it. The book is therefore arranged upon the positive principle of a riddle and its answer. It deals first with all the writer's own solitary and sincere speculations and then with the startling style in which they were all suddenly satisfied by the Christian Theology. The writer regards it as amounting to a convincing creed. But if it is not that it is at least a repeated and surprising coincidence.","{religion, christian, nonfiction, philosophy, classics, spirituality}"
080213422X,The Painted Bird,Jerzy Kosinski,1995,Grove Press,http://images.amazon.com/images/P/080213422X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213422X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213422X.01.LZZZZZZZ.jpg,"Originally published in 1965, The Painted Bird established Jerzy Kosinski as a major literary figure. Called by the Los Angeles Times one of the most imposing novels of the decade, it was eventually translated into more than thirty languages.A harrowing story that follows the wanderings of a boy abandoned by his parents during World War II, The Painted Bird is a dark novel that examines the proximity of terror and savagery to innocence and love. It is the first, and the most famous, novel by a writer who is now discredited.","{fiction, historicalfiction, classics, horror}"
0451151224,The Running Man,Stephen King,1987,Signet Book,http://images.amazon.com/images/P/0451151224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451151224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451151224.01.LZZZZZZZ.jpg,"The Running Man is set within a dystopian future in which the poor are seen more by the government as worrisome rodents than actual human beings. The protagonist of The Running Man, Ben Richards, is quick to realize this as he watches his daughter, Cathy, grow more sick by the day and tread closer and closer to death. Desperate for money to pay Cathy’s medical bills, Ben enlists himself in a true reality style game show where the objective is to merely stay alive.","{horror, fiction, sciencefiction, thriller, fantasy, suspense}"
0440203856,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,"Against the backdrop of the Russian Revolution and World War I Europe, Zoya, young cousin to the Tsar, flees St. Petersburg to Paris to find safety. Her entire world forever changed, she faces hard times and joins the Ballet Russe in Paris. And then, when life is kind to her, Zoya moves on to a new and glittering life in New York. The days of ease are all too brief as the Depression strikes, and she loses everything yet again. It is her career, and the man she meets in the course of it, which ultimately save her, as she rebuilds her life through the war years and beyond. And it is her family that comes to mean everything to her. From the roaring twenties to the 1980's, Zoya remains a rare and spirited woman whose legacy will live on.","{romance, fiction, historicalfiction, chicklit, contemporary}"
0060080841,The Stepford Wives,Ira Levin,2002,Perennial,http://images.amazon.com/images/P/0060080841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060080841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060080841.01.LZZZZZZZ.jpg,"For Joanna, her husband, Walter, and their children, the move to beautiful Stepford seems almost too good to be true. It is. For behind the town's idyllic facade lies a terrible secret—a secret so shattering that no one who encounters it will ever be the same.At once a masterpiece of psychological suspense and a savage commentary on a media-driven society that values the pursuit of youth and beauty at all costs, The Stepford Wives is a novel so frightening in its final implications that the title itself has earned a place in the American lexicon.","{horror, fiction, sciencefiction, classics, thriller, mystery, suspense}"
0883632012,The Jungle Books,Rudyard Kipling,1992,Hugh Lauter Levin Associates,http://images.amazon.com/images/P/0883632012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0883632012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0883632012.01.LZZZZZZZ.jpg,"The Jungle Books can be regarded as classic stories told by an adult to children. But they also constitute a complex literary work of art in which the whole of Kipling's philosophy of life is expressed in miniature. They are best known for the 'Mowgli' stories; the tale of a baby abandoned and brought up by wolves, educated in the ways and secrets of the jungle by Kaa the python, Baloo the bear, and Bagheera the black panther. The stories, a mixture of fantasy, myth, and magic, are underpinned by Kipling's abiding preoccupation with the theme of self-discovery, and the nature of the 'Law'.","{classics, fiction, fantasy, youngadult}"
0451523024,Uncle Tom's Cabin,Harriet Beecher Stowe,1997,Signet Classics,http://images.amazon.com/images/P/0451523024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523024.01.LZZZZZZZ.jpg,"The narrative drive of Stowe's classic novel is often overlooked in the heat of the controversies surrounding its anti-slavery sentiments. In fact, it is a compelling adventure story with richly drawn characters and has earned a place in both literary and American history. Stowe's puritanical religious beliefs show up in the novel's final, overarching theme—the exploration of the nature of Christianity and how Christian theology is fundamentally incompatible with slavery.","{classics, fiction, historicalfiction}"
0449206521,Tales of the South Pacific,James A. Michener,1989,Fawcett Books,http://images.amazon.com/images/P/0449206521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449206521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449206521.01.LZZZZZZZ.jpg,"Winner of the 1948 Pulitzer Prize for Fiction
Enter the exotic world of the South Pacific, meet the men and women caught up in the drama of a big war. The young Marine who falls madly in love with a beautiful Tonkinese girl. Nurse Nellie and her French planter, Emile De Becque. The soldiers, sailors, and nurses playing at war and waiting for love in a tropic paradise.","{fiction, historicalfiction, classics}"
0316734500,The Bookseller of Kabul,Asne Seierstad,2003,"Little, Brown",http://images.amazon.com/images/P/0316734500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316734500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316734500.01.LZZZZZZZ.jpg,"In spring 2002, following the fall of the Taliban, Åsne Seierstad spent four months living with a bookseller and his family in Kabul.For more than twenty years Sultan Khan defied the authorities—be they communist or Taliban—to supply books to the people of Kabul. He was arrested, interrogated and imprisoned by the communists, and watched illiterate Taliban soldiers burn piles of his books in the street. He even resorted to hiding most of his stock—almost ten thousand books—in attics all over Kabul.But while Khan is passionate in his love of books and his hatred of censorship, he also has strict views on family life and the role of women. As an outsider, Åsne Seierstad found herself in a unique position, able to move freely between the private, restricted sphere of the women—including Khan’s two wives—and the freer, more public lives of the men.It is an experience that Seierstad finds both fascinating and frustrating. As she steps back from the page and allows the Khans to speak for themselves, we learn of proposals and marriages, hope and fear, crime and punishment. The result is a genuinely gripping and moving portrait of a family, and a clear-eyed assessment of a country struggling to free itself from history.' to 'This mesmerizing portrait of a proud man who, through three decades and successive repressive regimes, heroically braved persecution to bring books to the people of Kabul has elicited extraordinary praise throughout the world and become a phenomenal international bestseller. The Bookseller of Kabul is startling in its intimacy and its details—a revelation of the plight of Afghan women and a window into the surprising realities of daily life in today’s Afghanistan.'","{nonfiction, biography, memoir, history, travel}"
0807072125,All Souls: A Family Story from Southie,Michael Patrick MacDonald,1999,Beacon Press,http://images.amazon.com/images/P/0807072125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807072125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807072125.01.LZZZZZZZ.jpg,"Michael Patrick MacDonald grew up in the best place in the world--the Irish-American Old Colony projects of South Boston--where 85% of the residents collect welfare in an area with the highest concentration of impoverished whites in the U.S. In All Souls, MacDonald takes us deep into the secret heart of Southie. With radiant insight, he opens up a contradictory world, where residents are besieged by gangs and crime but refuse to admit any problems, remaining fiercely loyal to their community. MacDonald also introduces us to the unforgettable people who inhabit this proud neighborhood. We meet his mother, Ma MacDonald, an accordion-playing, spiked-heel-wearing, indomitable mother to all; Whitey Bulger, the lord of Southie, gangster and father figure, protector and punisher; and Michael's beloved siblings, nearly half of whom were lost forever to drugs, murder, or suicide.MacDonald’s story is ultimately one of overcoming the racist, classist ideology he was born into. It's also a searing portrayal of life in a poor, white neighborhood plagued by violence and crime and deeply in denial about it.","{nonfiction, memoir, history, biography, crime}"
0451200187,Nemesis,Agatha Christie,2004,Signet Book,http://images.amazon.com/images/P/0451200187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451200187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451200187.01.LZZZZZZZ.jpg,"In the twenty-third century pioneers have escaped the crowded earth for life in self-sustaining orbital colonies.  One of the colonies, Rotor, has broken away from the solar system to create its own renegade utopia around an unknown red star two light-years from Earth:  a star named Nemesis.  Now a fifteen-year-old Rotorian girl has learned of the dire threat that nemesis poses to Earth's people--but she is prevented from warning them.  Soon she will realize that Nemesis endangers Rotor as well.  And so it will be up to her alone to save both Earth and Rotor as--drawn inexorably by Nemesis, the death star--they hurtle toward certain disaster.","{sciencefiction, fiction, classics, fantasy}"
0812504380,Captains Courageous,Rudyard Kipling,1992,Tor Books,http://images.amazon.com/images/P/0812504380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504380.01.LZZZZZZZ.jpg,"A pampered millionaire's son tumbles overboard from a luxury liner and falls into good fortune, disguised in the form of a fishing boat. The gruff and hearty crew teach the young man to be worth his salt as they fish the waters off the Grand Banks of Newfoundland. Brimming with adventure and humor.","{classics, fiction, historicalfiction, youngadult}"
0061099481,Magic Hour,Susan Isaacs,1992,HarperTorch,http://images.amazon.com/images/P/0061099481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099481.01.LZZZZZZZ.jpg,"Dr. Julia Cates was one of the country's preeminent child psychiatrists until a shocking tragedy ruined her career. Retreating to her small western Washington hometown, Julia meets an extraordinary six-year-old girl who has inexplicably emerged from the deep woods nearby—a child locked in a world of unimaginable fear and isolation. To Julia, nothing is more important than saving the girl she now calls Alice. But Julia will need help from others, including the sister she barely knows and a handsome doctor with secrets of his own. What follows will test the limits of Julia's faith and strength, as she struggles to find a home for Alice . . . and for herself.","{fiction, chicklit, romance, contemporary, mystery}"
0316702757,Keeping You a Secret,Julie Anne Peters,2003,Megan Tingley,http://images.amazon.com/images/P/0316702757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316702757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316702757.01.LZZZZZZZ.jpg,"With a steady boyfriend, the position of Student Council President, and a chance to go to an Ivy League college, high school life is just fine for Holland Jaeger.

At least, it seems to be.

But when Cece Goddard comes to school, everything changes. Cece and Holland have undeniable feelings for each other, but how will others react to their developing relationship?","{youngadult, romance, fiction, contemporary}"
1576739759,Secrets of the Vine: Breaking Through to Abundance,Bruce Wilkinson,2001,Multnomah,http://images.amazon.com/images/P/1576739759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576739759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576739759.01.LZZZZZZZ.jpg,"In this powerful follow-up to his bestseller The Prayer of Jabez, Dr. Bruce Wilkinson explores John 15 to show readers how to make maximum impact for God. Dr. Wilkinson demonstrates how Jesus is the Vine of life, discusses four levels of fruit bearing (doing the good work of God), and reveals three life-changing truths that will lead readers to new joy and effectiveness in His kingdom. Secrets of the Vine opens readers' eyes to the Lord's hand in their lives and uncovers surprising insights that will point them toward a new path of consequence for God's glory.","{christian, nonfiction, religion, spirituality}"
0449218201,Perfect Match,Jill McGown,1990,Fawcett Books,http://images.amazon.com/images/P/0449218201.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449218201.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449218201.01.LZZZZZZZ.jpg,"Picoult brings to life a female prosecutor whose cherished family is shattered when she learns that her five-year-old son has been sexually abused.What does it mean to be a good mother? How far would you go in the name of love -- and justice?In the course of her everyday work, career-driven assistant district attorney Nina Frost prosecutes child molesters and works determinedly to ensure that a legal system with too many loopholes keeps these criminals behind bars. But when her own five-year-old son, Nathaniel, is traumatized by a sexual assault, Nina and her husband, Caleb, a quiet and methodical stone mason, are shattered, ripped apart by an enraging sense of helplessness in the face of a futile justice system that Nina knows all too well. In a heartbeat, Nina's absolute truths and convictions are turned upside down, and she hurtles toward a plan to exact her own justice for her son -- no matter the consequence, whatever the sacrifice.","{fiction, contemporary, chicklit, mystery, crime}"
1883642442,Hero,Frederick G. Dillen,1996,Steerforth Press,http://images.amazon.com/images/P/1883642442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883642442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883642442.01.LZZZZZZZ.jpg,"The last thing in the world Thom Creed wants is to add to his father's pain, so he keeps secrets. Like that he has special powers. And that he's been asked to join the League - the very organization of superheroes that spurned his dad. But the most painful secret of all is one Thom can barely face himself: he's gay.But becoming a member of the League opens up a new world to Thom. There, he connects with a misfit group of aspiring heroes, including Scarlett, who can control fire but not her anger; Typhoid Larry, who can make anyone sick with his touch; and Ruth, a wise old broad who can see the future. Like Thom, these heroes have things to hide; but they will have to learn to trust one another when they uncover a deadly conspiracy within the League.To survive, Thom will face challenges he never imagined. To find happiness, he'll have to come to terms with his father's past and discover the kind of hero he really wants to be.","{youngadult, fantasy, fiction, sciencefiction, romance}"
0451158717,Who's Afraid of Virginia Woolf?,Edward Albee,1988,Signet Book,http://images.amazon.com/images/P/0451158717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451158717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451158717.01.LZZZZZZZ.jpg,"Twelve times a week, answered Uta Hagen when asked how often she'd like to play Martha in Who's Afraid of Virginia Woolf? In the same way, audiences and critics alike could not get enough of Edward Albee's masterful play. A dark comedy, it portrays husband and wife George and Martha in a searing night of dangerous fun and games. By the evening's end, a stunning, almost unbearable revelation provides a climax that has shocked audiences for years. With the play's razor-sharp dialogue and the stripping away of social pretense, Newsweek rightly foresaw Who's Afraid of Virginia Woolf? as a brilliantly original work of art--an excoriating theatrical experience, surging with shocks of recognition and dramatic fire [that] will be igniting Broadway for some time to come.","{classics, fiction}"
0449211479,The Source,James A. Michener,1992,Fawcett Books,http://images.amazon.com/images/P/0449211479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449211479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449211479.01.LZZZZZZZ.jpg,"In the grand storytelling style that is his signature, James Michener sweeps us back through time to the very beginnings of the Jewish faith, thousands of years ago. Through the predecessors of four modern men and women, we experience the entire colorful history of the Jews, including the life of the early Hebrews and their persecutions, the impact of Christianity, the Crusades, and the Spanish Inquisition, all the way to the founding of present-day Israel and the Middle-East conflict.A sweeping chronology filled with excitement.THE PHILADELPHIA INQUIRER","{historicalfiction, fiction, religion, classics}"
0345330145,The Puppet Masters,Robert A. Heinlein,1994,Del Rey Books,http://images.amazon.com/images/P/0345330145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345330145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345330145.01.LZZZZZZZ.jpg,"First came the news that a flying saucer had landed in Iowa. Then came the announcement that the whole thing was a hoax. End of story. Case closed.Except that two agents of the most secret intelligence agency in the U.S. government were on the scene and disappeared without reporting back. Then four more follow up agents also disappeared. So the head of the agency and his two top agents went in and managed to get out with their discovery: an invasion is underway by slug-like aliens who can touch a human and completely control his or her mind. What the humans know, they know. What the slugs want, no matter what, the human will do. And most of Iowa is already under their control.Sam Cavanaugh was one of the agents who discovered the truth. Unfortunately, that was just before he was taken over by one of the aliens and began working for the invaders, with no will of his own. And he has just learned that a high official in the Treasury Department is now under control of the aliens. Since the Treasury Department includes the Secret Service, which safeguards the President of the United States, control of the entire nation is near at hand.","{sciencefiction, fiction, classics, horror, fantasy}"
0394505050,The Covenant,James A. Michener,1980,Random House Inc,http://images.amazon.com/images/P/0394505050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394505050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394505050.01.LZZZZZZZ.jpg,"James A. Michener’s masterly chronicle of South Africa is an epic tale of adventurers, scoundrels, and ministers, the best and worst of two continents who carve an empire out of a vast wilderness. From the Java-born Van Doorn family tree springs two great branches: one nurtures lush vineyards, the other settles the interior to become the first Trekboers and Afrikaners. The Nxumalos, inhabitants of a peaceful village unchanged for centuries, unite warrior tribes into the powerful Zulu nation. And the wealthy Saltwoods are missionaries and settlers who join the masses to influence the wars and politics that ravage a nation. Rivalries and passions spill across the land of The Covenant, a story of courage and heroism, love and loyalty, and cruelty and betrayal, as generations fight to forge a new world.","{historicalfiction, fiction, classics}"
0140250948,In the Lake of the Woods,Tim O'Brien,1995,Penguin Books,http://images.amazon.com/images/P/0140250948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140250948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140250948.01.LZZZZZZZ.jpg,"This riveting novel of love and mystery from the author of The Things They Carried examines the lasting impact of the twentieth century’s legacy of violence and warfare, both at home and abroad. When long-hidden secrets about the atrocities he committed in Vietnam come to light, a candidate for the U.S. Senate retreats with his wife to a lakeside cabin in northern Minnesota. Within days of their arrival, his wife mysteriously vanishes into the watery wilderness.","{fiction, mystery, historicalfiction, contemporary}"
0385494335,The Innocent,Ian McEwan,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385494335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494335.01.LZZZZZZZ.jpg,"You never meant to kill him….One night, Matt Hunter innocently tried to break up a fight—and ended up a killer. Now, nine years later, he’s an ex-con who takes nothing for granted. His wife, Olivia, is pregnant, and the two of them are closing on their dream house. But all it will take is one shocking, inexplicable call from Olivia’s phone to shatter Matt’s life a second time….An electrifying thrill ride of a novel that peeks behind the white picket fences of suburbia, The Innocent is at once a twisting, turning, emotionally charged story and a compelling tale of the choices we make and the repercussions that never leave.","{mystery, thriller, fiction, crime, suspense, contemporary, books}"
0140340203,The Witches,Roald Dahl,1989,Puffin Books,http://images.amazon.com/images/P/0140340203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140340203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140340203.01.LZZZZZZZ.jpg,"This is not a fairy-tale. This is about real witches. Real witches don't ride around on broomsticks. They don't even wear black cloaks and hats. They are vile, cunning, detestable creatures who disguise themselves as nice, ordinary ladies. So how can you tell when you're face to face with one? Well, if you don't know yet you'd better find out quickly-because there's nothing a witch loathes quite as much as children and she'll wield all kinds of terrifying powers to get rid of them.","{fantasy, fiction, classics, youngadult}"
0399207589,Where's Spot?,Eric Hill,1980,Penguin Putnam Books for Young Readers,http://images.amazon.com/images/P/0399207589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399207589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399207589.01.LZZZZZZZ.jpg,"This bigger, brighter paperback edition of Eric Hill's iconic first lift-the-flap book celebrates 30 years since first publication in hardback. The simple text and colourful pictures will engage a whole new generation of pre-readers as they lift the picture flaps in search of Spot. A number 1 bestseller since it was first published in 1980, this interactive favourite has stayed in the charts ever since.","{fiction, classics}"
0393301583,Civilization and Its Discontents,Sigmund Freud,1989,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393301583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393301583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393301583.01.LZZZZZZZ.jpg,"It stands as a brilliant summary of the views on culture from a psychoanalytic perspective that he had been developing since the turn of the century. It is both witness and tribute to the late theory of mind—the so-called structural theory, with its stress on aggression, indeed the death drive, as the pitiless adversary of eros.Civilization and Its Discontents is one of the last of Freud's books, written in the decade before his death and first published in German in 1929. In it he states his views on the broad question of man's place in the world, a place Freud defines in terms of ceaseless conflict between the individual's quest for freedom and society's demand for conformity.Freud's theme is that what works for civilization doesn't necessarily work for man. Man, by nature aggressive and egotistical, seeks self-satisfaction. But culture inhibits his instinctual drives. The result is a pervasive and familiar guilt.Of the various English translations of Freud's major works to appear in his lifetime, only one was authorized by Freud himself: The Standard Edition of the Complete Psychological Works of Sigmund Freud under the general editorship of James Strachey.Freud approved the overall editorial plan, specific renderings of key words and phrases, and the addition of valuable notes, from bibliographical and explanatory. Many of the translations were done by Strachey himself; the rest were prepared under his supervision. The result was to place the Standard Edition in a position of unquestioned supremacy over all other existing versions.","{psychology, philosophy, nonfiction, classics, history, science}"
0671005022,Homer's Odyssey,Homer,1974,"Hungry Minds, Inc",http://images.amazon.com/images/P/0671005022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671005022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671005022.01.LZZZZZZZ.jpg,"Once in nine lives, something extraordinary happens... The last thing Gwen Cooper wanted was another cat. She already had two, not to mention a phenomenally underpaying job and a recently broken heart. Then Gwen’s veterinarian called with a story about a three-week-old eyeless kitten who’d been abandoned. It was love at first sight.Everyone warned that Homer would always be an underachiever, never as playful or independent as other cats. But the kitten nobody believed in quickly grew into a three-pound dynamo, a tiny daredevil with a giant heart who eagerly made friends with every human who crossed his path. Homer scaled seven-foot bookcases with ease and leapt five feet into the air to catch flies in mid-buzz. He survived being trapped alone for days after 9/11 in an apartment near the World Trade Center, and even saved Gwen’s life when he chased off an intruder who broke into their home in the middle of the night.But it was Homer’s unswerving loyalty, his infinite capacity for love, and his joy in the face of all obstacles that inspired Gwen daily and transformed her life. And by the time she met the man she would marry, she realized Homer had taught her the most important lesson of all: Love isn’t something you see with your eyes.Homer’s Odyssey is the once-in-a-lifetime story of an extraordinary cat and his human companion. It celebrates the refusal to accept limits—on love, ability, or hope against overwhelming odds. By turns jubilant and moving, it’s a memoir for anybody who’s ever fallen completely and helplessly in love with a pet.","{nonfiction, memoir, biography, classics, contemporary}"
0553212257,The Sea Wolf,Jack London,1992,Bantam Books,http://images.amazon.com/images/P/0553212257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212257.01.LZZZZZZZ.jpg,"The Sea-Wolf is a 1904 psychological adventure novel by Jack London about a literary critic Humphrey van Weyden.The story starts with him aboard a San Francisco ferry, called Martinez, which collides with another ship in the fog and sinks. He is set adrift in the Bay, eventually being picked up by Wolf Larsen.Larsen is the captain of a seal-hunting schooner, the Ghost. Brutal and cynical, yet also highly intelligent and intellectual, he rules over his ship and terrorizes the crew with the aid of his exceptionally great physical strength.","{classics, fiction, historicalfiction}"
